time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2012-08-19T23:58:18.430Z,47.696,-128.574,10,3.9,mb,40,264.5,,0.75,us,usp000jqhd,2014-11-07T01:48:36.011Z,"off the coast of Washington",earthquake,,,,1,reviewed,us,us
2012-08-19T10:04:03.230Z,47.837,-128.452,10,4.5,mb,402,141.8,,0.96,us,usp000jqgp,2015-03-24T02:23:05.336Z,"off the coast of Washington",earthquake,,,,153,reviewed,us,us
2012-08-19T09:51:31.000Z,47.854,-128.398,10,2.9,ml,25,183.5,,1.17,us,usp000jqgn,2014-11-07T01:48:35.842Z,"off the coast of Washington",earthquake,,,,,reviewed,us,us
2012-08-19T09:14:03.490Z,47.787,-128.515,10,3,ml,42,188.9,,1.09,us,usp000jqgk,2014-11-07T01:48:35.824Z,"off the coast of Washington",earthquake,,,,,reviewed,us,us
2012-08-19T08:33:16.620Z,47.82,-128.558,10,3,ml,10,192.9,,1.1,us,usp000jqgh,2014-11-07T01:48:35.820Z,"off the coast of Washington",earthquake,,,,,reviewed,us,sea
2012-08-19T08:13:05.390Z,47.8,-128.749,10,4.5,mb,18,183.8,,1.22,us,usp000jqgf,2014-11-07T01:48:35.813Z,"off the coast of Washington",earthquake,,,,6,reviewed,us,us
2012-08-19T08:07:35.780Z,47.789,-128.619,10,5.6,mww,546,116.6,,0.88,us,usp000jqge,2015-03-24T01:32:12.842Z,"off the coast of Washington",earthquake,,,,,reviewed,us,us
2012-07-04T13:35:46.780Z,50.632,-129.663,10,4.6,mwr,250,150.7,,1.1,us,usp000jnky,2014-11-07T01:48:16.129Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,pgc
2012-06-27T04:22:34.730Z,49.48,-128.949,10,4.8,mwr,306,161.4,,1.1,us,usp000jn9p,2015-03-24T02:42:59.530Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,pgc
2012-06-02T00:37:05.530Z,50.531,-130.323,10,4.1,mw,15,220.9,,,us,usp000jm7m,2014-11-07T01:47:59.158Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2012-06-01T04:12:17.410Z,48.864,-129.158,10,3.8,mw,130,179.9,,,us,usp000jm6j,2015-03-24T01:29:58.534Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2012-06-01T01:49:48.160Z,49.182,-128.788,10.5,4,mw,144,173.8,,1.18,us,usp000jm6f,2014-11-07T01:47:57.755Z,"Vancouver Island, Canada region",earthquake,,16.7,,,reviewed,us,pgc
2012-05-25T07:26:18.880Z,50.041,-130.256,10,4.4,mwr,180,163.8,,,us,usp000jkwu,2014-11-07T01:47:52.745Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2012-05-12T00:58:01.970Z,50.474,-130.116,10,4.7,mw,237,148.3,,,us,usp000jkb4,2014-11-07T01:47:46.900Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2012-05-04T10:55:37.020Z,50.648,-130.241,10,5,mw,283,78,,,us,usp000jjzx,2015-03-24T01:28:59.064Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2012-05-02T12:33:26.000Z,50.458,-130.214,10,4.2,mwr,69,140.8,,,us,usp000jjx1,2014-11-07T01:47:43.354Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2012-05-01T22:53:42.240Z,50.566,-130.339,10,4.8,mwr,178,146.1,,,us,usp000jjw0,2014-11-07T01:47:42.815Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2012-04-29T05:12:17.240Z,50.367,-130.231,10,4.1,mw,109,151.7,,,us,usp000jjrt,2014-11-07T01:47:38.090Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2012-04-29T04:35:08.670Z,50.682,-129.603,35,4,mb,42,150.9,,1.32,us,usp000jjrq,2014-11-07T01:47:38.076Z,"Vancouver Island, Canada region",earthquake,,,,11,reviewed,us,us
2012-04-28T03:42:22.980Z,50.627,-129.79,10,4.5,mb,226,139,,1.11,us,usp000jjq2,2015-03-24T01:28:46.566Z,"Vancouver Island, Canada region",earthquake,,,,108,reviewed,us,us
2012-04-27T16:22:30.800Z,50.486,-130.108,10,4.7,mwr,63,168.5,,,us,usp000jjpg,2014-11-07T01:47:37.696Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2012-04-27T16:20:13.100Z,50.46,-130.19,10,4.3,mwr,23,177,,,us,usp000jjpf,2014-11-07T01:47:37.693Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2012-04-27T16:14:47.500Z,50.42,-130.19,10,4.5,mwr,17,187.3,,,us,usp000jjpe,2014-11-07T01:47:37.691Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2012-04-27T12:52:42.970Z,50.494,-130.064,10,4.9,mwr,197,148,,,us,usp000jjp6,2015-03-24T01:28:43.162Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2012-04-27T12:51:12.640Z,50.465,-130.084,10,4.2,mwr,38,187.1,,,us,usp000jjp5,2014-11-07T01:47:37.653Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2012-04-25T06:23:57.000Z,50.55,-130.16,10,4,mw,104,182.2,,,us,usp000jjjf,2014-11-07T01:47:37.051Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2012-04-22T08:36:20.040Z,50.666,-129.891,10,4.7,mw,224,140.6,,1.07,us,usp000jjd9,2014-11-07T01:47:35.820Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,pgc
2012-03-03T14:45:10.550Z,48.767,-128.397,10,3.7,mw,50,171.7,,1.28,us,usp000jfr3,2015-03-24T01:26:45.704Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,pgc
2012-03-01T05:01:02.550Z,50.462,-130.201,10,4.1,mwr,57,208.7,,,us,usp000jfmu,2014-11-07T01:47:08.327Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2012-02-14T22:54:35.210Z,48.989,-129.348,10,4.1,mw,167,182.9,,,us,usp000jeyf,2015-03-24T01:26:05.893Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2012-01-13T19:46:04.820Z,51.076,-130.72,10,5.2,mwr,271,148.3,,,us,usp000jdez,2015-03-24T01:24:48.305Z,"Haida Gwaii Region, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-12-19T08:12:42.000Z,51.03,-130.65,10,4.5,mw,98,174.8,,,us,usp000jcd7,2014-11-07T01:46:35.657Z,"Haida Gwaii Region, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-12-12T11:32:36.620Z,48.197,-129.239,10,3.9,mb,21,184.8,,1.42,us,usp000jc40,2014-11-07T01:46:33.342Z,"Vancouver Island, Canada region",earthquake,,,,5,reviewed,us,us
2011-11-23T23:02:41.000Z,50.45,-130.13,10,5,mwc,143,174.3,,,us,usp000jban,2014-11-07T01:46:24.382Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,gcmt
2011-10-10T05:39:23.700Z,50.49,-130.36,10,4.4,mwr,190,174.1,,,us,usp000j95r,2014-11-07T01:46:05.739Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2011-09-21T04:36:58.990Z,48.928,-129.355,10,4.5,mwr,121,179.5,,,us,usp000j8bm,2014-11-07T01:45:56.121Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2011-09-12T09:37:25.520Z,50.58,-130.345,10,4.6,mwr,217,149.4,,,us,usp000j7ye,2014-11-07T01:45:53.020Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2011-09-06T01:50:17.360Z,51.39,-131.057,10,4.5,mwr,20,214.9,,,us,usp000j7p7,2014-11-07T01:45:50.712Z,"Haida Gwaii Region, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-08-18T15:37:40.400Z,51.747,-130.717,10,5.1,mwc,255,139,,1.23,us,usp000j6n1,2014-11-07T01:45:38.051Z,"Haida Gwaii Region, Canada",earthquake,,,,,reviewed,us,gcmt
2011-08-18T15:35:42.510Z,51.425,-131.008,10,4.9,mwr,248,140.7,,,us,usp000j6n0,2014-11-07T01:45:38.033Z,"Haida Gwaii Region, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-08-12T22:22:57.000Z,48.91,-129.31,10,3.7,mw,21,210.3,,,us,usp000j6cs,2014-11-07T01:45:36.018Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2011-06-27T08:25:43.610Z,49.103,-129.759,10,4.3,mb,26,218.4,,,us,usp000j3u5,2014-11-07T01:45:10.969Z,"Vancouver Island, Canada region",earthquake,,,,6,reviewed,pgc,us
2011-06-17T02:22:23.570Z,51.959,-131.338,10,4.9,mwr,309,141.9,,1.1,us,usp000j3a0,2014-11-07T01:45:06.376Z,"Haida Gwaii Region, Canada",earthquake,,,,,reviewed,us,pgc
2011-03-20T04:20:35.280Z,49.665,-128.621,10,4.6,mwr,206,151.5,,,us,usp000hy0e,2014-11-07T01:44:15.172Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2011-03-03T03:54:59.910Z,50.243,-130.23,10,4.5,mwr,88,165.4,,,us,usp000hv9a,2014-11-07T01:43:50.828Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2011-02-28T01:55:46.020Z,51.917,-131.377,20,4.1,mwr,22,191.8,,,us,usp000hv5f,2014-11-07T01:43:44.681Z,"Haida Gwaii Region, Canada",earthquake,,,,,reviewed,pgc,pgc
2011-02-03T07:52:17.790Z,50.748,-130.298,10,4.6,mwr,77,173.4,,,us,usp000hu0k,2014-11-07T01:43:36.357Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2011-01-29T07:58:28.690Z,50.624,-130.424,10,4.7,mwr,11,188.8,,,us,usp000htt5,2014-11-07T01:43:31.376Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2011-01-04T20:20:01.430Z,50.399,-130.255,10,4.2,mwr,25,194.9,,,us,usp000hsk7,2014-11-07T01:43:21.830Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2010-12-09T01:15:49.740Z,51.393,-130.846,10,4,mwr,10,218.8,,,us,usp000hqq2,2014-11-07T01:43:05.774Z,"Haida Gwaii Region, Canada",earthquake,,,,,reviewed,pgc,pgc
2010-11-15T12:19:17.190Z,47.89,-129.146,10,4.2,mwr,84,133,,1.36,us,usp000hppt,2014-11-07T01:42:55.572Z,"off the coast of Washington",earthquake,,,,,reviewed,us,us
2010-10-11T01:21:05.550Z,50.712,-130.444,10,4.3,mwr,42,194.4,,,us,usp000hmys,2014-11-07T01:42:41.446Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2010-10-10T08:35:35.940Z,50.519,-130.303,10,4.1,mwr,45,261.2,,,us,usp000hmxx,2014-11-07T01:42:41.351Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2010-10-04T14:51:54.540Z,49.357,-129.315,10,5.3,mwc,119,151,,1.26,us,usp000hmkr,2016-11-10T02:34:17.433Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,gcmt
2010-10-04T05:56:16.870Z,49.447,-129.086,10,4.7,mwr,138,149.7,,1.31,us,usp000hmk3,2014-11-07T01:42:38.633Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,pgc
2010-10-03T15:25:57.290Z,49.483,-128.966,10,4.3,mwr,22,186.6,,1.47,us,usp000hmj6,2014-11-07T01:42:38.319Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,pgc
2010-09-17T14:52:29.650Z,49.217,-129.094,10,3.9,mw,39,185.2,,1.37,us,usp000hkux,2014-11-07T01:42:28.651Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,pgc
2010-09-06T01:42:00.530Z,50.201,-130.22,10,3.9,mw,16,195.5,,,us,usp000hkak,2014-11-07T01:42:24.354Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2010-09-06T01:15:24.840Z,50.023,-130.187,10,3.8,mw,20,192.3,,,us,usp000hkaj,2014-11-07T01:42:24.352Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2010-08-17T11:37:57.680Z,50.839,-129.948,13.6,4.6,mwr,113,160.5,,1.18,us,usp000hjb7,2014-11-07T01:42:15.519Z,"Vancouver Island, Canada region",earthquake,,17.2,,,reviewed,us,pgc
2010-07-26T08:43:25.340Z,50.178,-129.932,10,4.6,mwr,171,149.5,,1.17,us,usp000hgut,2015-03-24T01:10:49.271Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,pgc
2010-07-19T17:15:04.560Z,49.46,-130.047,10,5.4,mwc,315,67.2,,,us,usp000hfz8,2016-11-10T02:30:50.908Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,gcmt
2010-07-11T06:22:03.900Z,50.04,-130.26,10,3.9,mw,73,196.3,,,us,usp000hf4y,2014-11-07T01:41:52.324Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2010-07-03T13:14:44.000Z,50.42,-130.36,10,4.9,mwc,67,177.6,,,us,usp000hev5,2016-11-10T02:30:19.196Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,gcmt
2010-05-18T21:16:53.490Z,48.329,-128.964,10,4.4,mb,73,150.5,,,us,usp000hcx6,2014-11-07T01:41:30.272Z,"Vancouver Island, Canada region",earthquake,,,,25,reviewed,pgc,us
2010-05-18T21:15:41.200Z,48.377,-128.804,10,4,mb,20,199.2,,,us,usp000hcx5,2014-11-07T01:41:30.270Z,"Vancouver Island, Canada region",earthquake,,,,2,reviewed,pgc,us
2010-05-06T23:12:29.600Z,48.036,-128.188,10,4.5,mw,260,163.3,,,us,usp000hce2,2014-11-07T01:41:27.444Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2010-03-29T11:38:07.700Z,51.259,-130.831,10,4.7,mwr,64,190.5,,,us,usp000ha3w,2014-11-07T01:41:06.380Z,"Haida Gwaii Region, Canada",earthquake,,,,,reviewed,pgc,pgc
2010-03-28T14:26:49.640Z,51.224,-130.902,10,4.5,mwr,30,210,,,us,usp000ha2n,2014-11-07T01:41:06.148Z,"Haida Gwaii Region, Canada",earthquake,,,,,reviewed,pgc,pgc
2010-03-16T01:38:35.940Z,49.139,-128.742,10,3.9,mw,51,184.5,,0.97,us,usp000h9fm,2014-11-07T01:41:02.325Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,pgc
2010-01-12T21:51:45.060Z,48.67,-128.889,10,4.4,mwr,48,179,,,us,usp000h60g,2014-11-07T01:40:26.674Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
