time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-05-06T22:06:31.080Z,47.7029,-128.5779,10,3.3,ml,,221,2.41,0.89,us,us10005efr,2016-07-20T18:10:46.040Z,"255km SW of Tofino, Canada",earthquake,9.2,2,0.049,54,reviewed,us,us
2016-03-18T22:46:56.830Z,49.673,-129.8485,10,5.5,mww,,70,1.467,0.68,us,us20005awl,2016-11-10T22:14:38.063Z,"207km WSW of Port Hardy, Canada",earthquake,5.6,1.8,,,reviewed,us,us
2016-03-05T18:38:31.770Z,49.6418,-129.3399,11.61,4.4,mwr,,168,2.602,1.1,us,us10004uxx,2016-05-16T18:01:44.040Z,"180km SW of Port Hardy, Canada",earthquake,8.4,5.8,,,reviewed,us,pgc
2016-03-05T18:37:59.840Z,49.5866,-129.3512,10,4.2,mwr,,165,1.314,1.11,us,us10004uxu,2016-05-16T18:01:44.040Z,"185km SW of Port Hardy, Canada",earthquake,7.5,1.9,,,reviewed,us,pgc
2016-02-04T08:02:55.910Z,47.5285,-129.0826,10,3.8,mwr,,,,0.7,us,us10004t9u,2016-04-14T22:51:44.040Z,"296km SW of Tofino, Canada",earthquake,14.7,2,,,reviewed,pgc,pgc
2016-02-03T14:55:37.170Z,47.5826,-128.8692,10,3.7,mwr,,262,2.792,0.38,us,us10004sut,2016-04-14T22:51:42.040Z,"280km SW of Tofino, Canada",earthquake,10.6,2,,,reviewed,us,pgc
2016-01-28T21:22:52.100Z,47.6028,-128.9113,10,3.8,mwr,,156,0.368,0.77,us,us10004stp,2016-04-08T23:06:19.040Z,"281km SW of Tofino, Canada",earthquake,4.3,2,,,reviewed,us,pgc
2016-01-27T21:46:13.860Z,47.9374,-128.9133,10,3.9,mwr,,130,0.125,1.09,us,us20004v63,2016-04-08T23:06:18.040Z,"260km WSW of Tofino, Canada",earthquake,6.4,2,,,reviewed,us,pgc
2016-01-27T21:44:32.230Z,47.836,-128.8291,10,4,mwr,,149,0.213,1.11,us,us20004wby,2016-04-08T23:06:18.040Z,"261km WSW of Tofino, Canada",earthquake,6.5,2,,,reviewed,us,pgc
2016-01-27T19:03:22.110Z,47.8462,-128.9252,10,3.6,mb,,230,3.03,0.56,us,us20004wc7,2016-04-08T23:06:18.040Z,"266km WSW of Tofino, Canada",earthquake,6.1,2,0.501,1,reviewed,us,us
2016-01-19T19:54:41.850Z,48.8975,-128.6422,10,4.4,mwr,,163,1.775,1.37,us,us10004fp1,2016-11-10T22:09:09.341Z,"202km W of Tofino, Canada",earthquake,7.1,1.9,0.073,18,reviewed,us,us
2016-01-10T03:59:22.030Z,49.0185,-128.4346,10,3.7,mwr,,169,1.848,1.15,us,us10004d8l,2016-03-30T02:27:52.040Z,"185km W of Tofino, Canada",earthquake,4.1,2,,,reviewed,us,pgc
2015-12-26T03:57:03.000Z,50.479,-130.191,10,4.3,mwr,,,,1.29,us,us100049ky,2016-03-18T01:13:01.040Z,"197km W of Port Hardy, Canada",earthquake,5.9,1.9,,,reviewed,pgc,pgc
2015-12-16T08:22:30.560Z,50.5434,-130.3506,10,4.5,mwr,,,,1.39,us,us20004hil,2016-03-05T01:42:09.040Z,"208km W of Port Hardy, Canada",earthquake,9,2,,,reviewed,pgc,pgc
2015-11-24T07:35:59.460Z,51.399,-131.3219,10,4,mwr,,,,1.33,us,us1000439q,2016-02-18T04:48:52.040Z,"236km WSW of Bella Bella, Canada",earthquake,5.4,6,,,reviewed,pgc,pgc
2015-11-23T04:13:55.930Z,51.3713,-131.472,10,4.8,mwr,,,,1.61,us,us100040fr,2016-11-10T22:01:47.815Z,"247km WSW of Bella Bella, Canada",earthquake,6.1,2,,,reviewed,pgc,pgc
2015-11-22T06:43:42.640Z,51.6651,-131.0669,10,4.5,mwr,,,,0.99,us,us100040a5,2016-02-18T04:48:48.040Z,"210km WSW of Bella Bella, Canada",earthquake,8.7,2,,,reviewed,pgc,pgc
2015-11-22T06:02:42.540Z,51.6976,-131.0657,10,4.5,mwr,,,,0.99,us,us100040a1,2016-02-18T04:48:48.040Z,"209km WSW of Bella Bella, Canada",earthquake,8.6,2,,,reviewed,pgc,pgc
2015-10-22T23:07:38.970Z,50.8008,-129.9621,10,5.1,mww,,139,1.173,0.94,us,us10003qur,2016-11-10T21:56:54.971Z,"179km W of Port Hardy, Canada",earthquake,5.1,1.9,,,reviewed,us,us
2015-09-24T13:48:58.480Z,50.7832,-130.2084,10,5.7,mww,,77,1.326,1.39,us,us20003nmz,2016-11-10T21:53:33.894Z,"197km W of Port Hardy, Canada",earthquake,2.8,1.8,,,reviewed,us,us
2015-09-22T13:24:50.520Z,50.3258,-130.2273,10,4.7,mwr,,162,1.374,0.93,us,us20003mvq,2016-11-10T21:53:22.101Z,"203km W of Port Hardy, Canada",earthquake,5.3,2,,,reviewed,us,pgc
2015-09-19T21:50:31.150Z,49.4227,-129.6481,10,4.8,mwr,,164,1.561,0.83,us,us20003m0m,2016-11-10T21:52:55.440Z,"213km SW of Port Hardy, Canada",earthquake,6.4,1.9,,,reviewed,us,pgc
2015-09-08T09:38:04.180Z,50.7444,-130.1086,13.97,4.5,mwr,,165,1.26,1.33,us,us20003h7l,2015-12-05T01:40:36.040Z,"189km W of Port Hardy, Canada",earthquake,7.5,6.4,,,reviewed,us,pgc
2015-09-07T11:26:08.430Z,47.6135,-128.8421,13.8,3.1,mwr,,205,0.377,1.05,us,us10003mei,2015-12-05T01:40:34.040Z,"276km SW of Tofino, Canada",earthquake,5,6.5,,,reviewed,us,pgc
2015-08-30T15:12:51.000Z,51.088,-130.745,10,4.3,mwr,,,,1.09,us,us10003kpc,2015-12-01T00:36:04.040Z,"217km WSW of Bella Bella, Canada",earthquake,8.1,2,,,reviewed,pgc,pgc
2015-08-17T07:58:32.420Z,49.0289,-128.6959,24.08,4.7,mwr,,152,1.271,0.89,us,us100032sm,2015-11-17T00:13:33.040Z,"204km W of Tofino, Canada",earthquake,6.8,5.3,,,reviewed,us,pgc
2015-07-31T17:45:09.260Z,50.6463,-130.0618,2.95,4.4,mwr,,139,1.965,1.23,us,us10002wy3,2015-10-30T02:47:40.040Z,"186km W of Port Hardy, Canada",earthquake,7.6,5.2,,,reviewed,us,pgc
2015-07-31T17:24:35.810Z,50.6611,-130.0604,12.63,3.9,mwr,,142,1.952,1.1,us,us10002wxw,2015-10-30T02:47:40.040Z,"186km W of Port Hardy, Canada",earthquake,8.6,5.2,,,reviewed,us,pgc
2015-07-30T00:31:03.670Z,50.5581,-130.0918,10,5,mwr,,,,0.92,us,us10002w8x,2015-10-30T02:47:36.040Z,"189km W of Port Hardy, Canada",earthquake,5.5,1.8,,,reviewed,pgc,pgc
2015-07-29T23:30:58.300Z,50.6542,-129.9433,10,4.1,mwr,,168,1.152,0.96,us,us10002w8u,2015-10-22T20:05:15.040Z,"178km W of Port Hardy, Canada",earthquake,6.3,1.9,,,reviewed,us,pgc
2015-07-29T00:24:17.470Z,47.6195,-128.8926,10,3.3,mwr,,217,0.357,0.78,us,us1000367p,2015-10-22T20:05:12.040Z,"279km SW of Tofino, Canada",earthquake,3,2,,,reviewed,us,pgc
2015-07-25T03:56:43.320Z,49.3922,-129.619,10,3.5,mwr,,183,2.954,0.96,us,us100031yj,2015-10-22T20:04:57.040Z,"214km SW of Port Hardy, Canada",earthquake,9.6,2,,,reviewed,us,pgc
2015-07-03T07:25:45.000Z,49.07,-129.726,10,3.8,mwr,,,,1.31,us,us10002n71,2015-09-30T00:20:53.040Z,"245km SW of Port Hardy, Canada",earthquake,9.2,1.9,,,reviewed,pgc,pgc
2015-06-04T03:17:51.000Z,49.026,-129.812,10,3.9,mwr,,,,0.34,us,us20002lxa,2015-08-10T13:08:19.040Z,"253km SW of Port Hardy, Canada",earthquake,8.6,2,,,reviewed,pgc,pgc
2015-05-16T09:01:08.230Z,51.611,-131.012,10,4.4,mwr,,,,0.87,us,us10002kng,2015-07-23T01:04:02.040Z,"208km WSW of Bella Bella, Canada",earthquake,4.6,2,,,reviewed,pgc,pgc
2015-04-24T17:50:32.000Z,51.479,-130.961,18.5,4.1,mwr,,,,2.04,us,us200028x5,2015-07-03T00:23:38.040Z,"210km WSW of Bella Bella, Canada",earthquake,10.5,5.4,0.098,10,reviewed,pgc,us
2015-04-24T15:56:18.330Z,51.2737,-130.9946,10,4.1,ml,,189,2.01,1.33,us,us20002afk,2015-07-03T00:23:38.040Z,"222km WSW of Bella Bella, Canada",earthquake,6.6,2,0.128,8,reviewed,us,us
2015-04-24T14:09:32.480Z,51.6381,-130.894,21.37,4.6,mb,,165,1.504,1.24,us,us20002afg,2015-07-03T00:23:38.040Z,"199km WSW of Bella Bella, Canada",earthquake,2.4,6.7,0.244,5,reviewed,us,us
2015-04-24T13:56:15.180Z,51.6148,-130.7714,8,6.2,mww,,69,1.743,1.24,us,us200028ue,2016-11-10T21:47:13.605Z,"192km WSW of Bella Bella, Canada",earthquake,4.6,1.8,,,reviewed,us,us
2015-03-31T08:41:46.410Z,50.5408,-129.3002,10,3.9,mwr,,,,0.82,us,us200029br,2015-06-12T01:53:31.040Z,"134km W of Port Hardy, Canada",earthquake,4.1,2,,,reviewed,pgc,pgc
2015-03-25T19:22:44.560Z,49.4154,-128.1719,13.08,5.1,mww,,100,2.773,0.68,us,us10001qpf,2015-06-09T21:30:07.040Z,"152km SSW of Port Hardy, Canada",earthquake,6.7,4.2,,,reviewed,us,us
2015-03-16T18:05:38.480Z,49.3037,-129.5842,10,3.8,mwr,,154,3.032,1.31,us,us10001mte,2015-06-04T00:46:23.040Z,"219km SW of Port Hardy, Canada",earthquake,9.1,2,,,reviewed,us,pgc
2015-03-08T20:42:15.680Z,49.0507,-128.8594,27.56,4.9,mwr,,152,3.173,1.1,us,usc000twl9,2015-05-28T00:48:38.040Z,"210km SSW of Port Hardy, Canada",earthquake,7.6,5.8,,,reviewed,us,pgc
2015-03-06T16:56:38.860Z,50.538,-130.4747,10,4.4,mwr,,157,2.216,1.06,us,us200026hw,2015-05-28T00:48:35.040Z,"216km W of Port Hardy, Canada",earthquake,9.2,2,,,reviewed,us,pgc
2015-03-04T08:35:07.120Z,50.2697,-129.92,8.65,5.1,mwr,,152,2.228,1.13,us,usc000tuv5,2015-05-19T00:30:00.040Z,"183km WSW of Port Hardy, Canada",earthquake,8.3,4.4,,,reviewed,us,pgc
2015-02-23T12:03:18.000Z,50.436,-130.143,10,3.3,mwr,,,,0.68,us,usc000tshu,2015-05-12T20:29:41.040Z,"195km W of Port Hardy, Canada",earthquake,6.7,2,,,reviewed,pgc,pgc
2015-02-23T11:47:11.110Z,50.7018,-129.8916,10,4,mb,,201,1.855,0.65,us,usc000tsg1,2015-05-12T20:29:41.040Z,"174km W of Port Hardy, Canada",earthquake,11,2,0.156,11,reviewed,us,us
2015-02-19T05:19:39.550Z,49.1961,-128.707,10,3.8,mwr,,180,3.016,0.73,us,usc000tre0,2015-05-12T20:29:32.040Z,"191km SSW of Port Hardy, Canada",earthquake,4.2,2,,,reviewed,us,pgc
2015-01-19T04:00:55.310Z,49.4961,-128.9988,23.12,3.9,mwr,,190,2.75,1.44,us,usc000tk19,2015-04-20T16:05:35.040Z,"175km SW of Port Hardy, Canada",earthquake,10.2,8.1,,,reviewed,us,pgc
2015-01-04T01:49:55.840Z,50.579,-130.454,10,4.5,mwr,,,,1.39,us,usc000tbip,2015-03-27T07:01:35.040Z,"215km W of Port Hardy, Canada",earthquake,5.3,1.5,,,reviewed,pgc,pgc
2015-01-02T10:15:34.380Z,50.8632,-130.3654,10,5.4,mwr,,76,1.523,1.33,us,usc000tb91,2016-11-10T21:45:58.811Z,"208km W of Port Hardy, Canada",earthquake,6,1.8,,,reviewed,us,pgc
2014-12-30T12:57:22.770Z,51.3227,-131.2469,10,4.5,mwr,,,,1.67,us,usc000tas9,2015-03-17T02:38:08.040Z,"235km WSW of Bella Bella, Canada",earthquake,8.1,6.9,,,reviewed,pgc,pgc
2014-12-22T21:01:06.380Z,50.9022,-130.1266,10,4.6,mwr,,173,1.293,1.45,us,usc000t97l,2015-03-06T02:59:11.040Z,"192km W of Port Hardy, Canada",earthquake,6.5,2,,,reviewed,us,pgc
2014-12-22T06:51:37.410Z,50.746,-130.525,10,4.5,mwr,,,,1.14,us,usc000t91d,2015-03-06T02:59:09.040Z,"219km W of Port Hardy, Canada",earthquake,9.8,2,,,reviewed,pgc,pgc
2014-12-21T10:45:44.220Z,51.0327,-130.2433,10,4.7,mwr,,,,1.03,us,usc000t8vh,2015-03-06T02:59:07.040Z,"193km SW of Bella Bella, Canada",earthquake,5.9,1.9,,,reviewed,pgc,pgc
2014-12-21T10:19:45.450Z,50.7373,-130.4995,10,4.3,mwr,,,,1.9,us,usc000t8ve,2015-03-06T02:59:07.040Z,"217km W of Port Hardy, Canada",earthquake,6.7,2,,,reviewed,pgc,pgc
2014-12-21T09:40:47.000Z,50.79,-130.52,10,5.2,mwr,,,,1.11,us,usc000t8vb,2015-03-06T02:59:07.040Z,"219km W of Port Hardy, Canada",earthquake,3.8,1.9,,,reviewed,pgc,pgc
2014-12-21T07:35:48.120Z,50.7493,-130.4889,10,4,mwr,,,,0.6,us,usc000tcuf,2015-03-06T02:59:07.040Z,"216km W of Port Hardy, Canada",earthquake,5.9,2,,,reviewed,pgc,pgc
2014-12-21T02:57:38.130Z,50.959,-130.194,10,5.2,mwr,,,,0.75,us,usc000t8tf,2015-03-06T02:59:06.040Z,"196km SW of Bella Bella, Canada",earthquake,5,1.9,,,reviewed,pgc,pgc
2014-12-20T22:54:28.420Z,50.7361,-130.4872,10,4.7,mwr,,,,1.47,us,usc000t8s0,2015-03-06T02:59:06.040Z,"216km W of Port Hardy, Canada",earthquake,6.7,1.9,,,reviewed,pgc,pgc
2014-12-20T21:36:32.040Z,50.722,-130.4937,10,4.4,mwr,,,,1.64,us,usc000tcrs,2015-03-06T02:59:06.040Z,"217km W of Port Hardy, Canada",earthquake,4.4,2,,,reviewed,pgc,pgc
2014-12-12T06:08:09.310Z,48.8697,-129.2989,10,4.7,mwr,,,,0.99,us,usc000t5vm,2015-03-04T21:54:59.040Z,"244km SW of Port Hardy, Canada",earthquake,5.5,2.3,,,reviewed,pgc,pgc
2014-10-12T10:09:50.460Z,49.2029,-128.9566,10,3.7,mwr,,148,1.227,1.32,us,usb000sl9e,2015-01-31T04:59:49.643Z,"199km SW of Port Hardy, Canada",earthquake,5.8,2,,,reviewed,us,pgc
2014-09-10T16:36:43.150Z,50.677,-129.8483,10,4.9,mwr,,161,1.859,1.05,us,usb000sb4f,2014-12-08T23:30:56.040Z,"171km W of Port Hardy, Canada",earthquake,8.7,1.9,,,reviewed,us,pgc
2014-08-18T08:17:44.470Z,50.498,-130.215,10,4.5,mwr,,,,1.57,us,usb000s3q3,2014-11-15T04:07:15.000Z,"199km W of Port Hardy, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2014-08-12T07:00:22.410Z,50.546,-130.445,10,4.5,mwr,,,,1.8,us,usb000s22x,2014-11-07T21:47:41.000Z,"214km W of Port Hardy, Canada",earthquake,,2,,,reviewed,pgc,pgc
2014-05-02T11:25:15.960Z,49.6532,-128.5969,10,3.9,mwr,,152,0.734,0.63,us,usb000q6xp,2014-07-27T21:51:17.000Z,"143km SW of Port Hardy, Canada",earthquake,,2,,,reviewed,us,pgc
2014-04-06T00:44:39.000Z,49.99,-130.201,10,4.2,mwr,,,,1.11,us,usc000p76p,2014-06-11T06:06:10.000Z,"213km WSW of Port Hardy, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2014-04-01T05:05:57.990Z,49.2167,-129.2085,10,4.7,mwr,,149,1.325,1.24,us,usc000nycn,2014-05-29T23:32:12.000Z,"208km SW of Port Hardy, Canada",earthquake,,1.2,0.065,23,reviewed,us,us
2014-02-16T00:19:20.000Z,50.421,-130.262,10,4.5,mwr,,,,1.7,us,usc000mrdf,2014-04-30T21:18:22.000Z,"203km W of Port Hardy, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2014-02-15T21:08:57.000Z,50.461,-130.148,10,4.1,mwr,,,,1.22,us,usc000mra8,2014-04-30T21:18:22.000Z,"195km W of Port Hardy, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2014-02-09T20:27:35.880Z,47.8262,-128.834,9.61,3.5,mwr,,162,0.216,0.9,us,usc000mvl3,2014-04-22T18:30:11.000Z,"262km WSW of Tofino, Canada",earthquake,,1.9,,,reviewed,us,pgc
2014-02-09T19:47:33.120Z,47.7646,-128.9216,9.97,3.4,mwr,,185,0.219,1.34,us,usc000mvl2,2014-04-22T18:30:11.000Z,"271km WSW of Tofino, Canada",earthquake,,2,,,reviewed,us,pgc
2013-11-09T17:04:45.030Z,50.2504,-130.0154,10.85,4,mwr,,175,2.276,1.04,us,usb000kv79,2014-01-17T00:29:13.000Z,"190km WSW of Port Hardy, Canada",earthquake,,8.3,,,reviewed,us,pgc
2013-11-08T11:44:56.150Z,50.039,-130.1887,10,5,mwr,,,,0.97,us,usb000kumz,2014-01-17T00:29:13.000Z,"210km WSW of Port Hardy, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2013-09-06T00:05:24.000Z,51.043,-130.499,10,4.3,mwr,,,,0.7,us,usb000jjbz,2013-11-15T03:20:25.000Z,"206km SW of Bella Bella, Canada",earthquake,,1.9,,,reviewed,us_pgc,us_pgc
2013-09-04T15:33:13.480Z,51.0831,-130.5088,10,4.2,mwr,,,,1.67,us,usb000kdsa,2013-11-15T03:20:24.000Z,"204km SW of Bella Bella, Canada",earthquake,,2,,,reviewed,us_pgc,us_pgc
2013-09-04T15:26:32.000Z,51.052,-130.56,10,4.6,mwr,,,,0.98,us,usb000jh7l,2013-11-15T03:20:24.000Z,"209km SW of Bella Bella, Canada",earthquake,,1.9,,,reviewed,us_pgc,us_pgc
2013-09-04T12:37:08.400Z,51.06,-130.64,10,4.3,mwr,,,,1.98,us,usc000kma7,2013-11-15T03:20:24.000Z,"213km SW of Bella Bella, Canada",earthquake,,7.5,,,reviewed,us_pgc,us_pgc
2013-09-04T01:44:11.720Z,50.9949,-130.5932,10,4.3,mwr,,,,1.08,us,usb000jxqg,2013-11-15T03:20:23.000Z,"215km SW of Bella Bella, Canada",earthquake,,7.3,,,reviewed,us_pgc,us_pgc
2013-09-04T01:19:00.280Z,50.9472,-130.511,21.06,4.9,mwr,,92,1.54,1.25,us,usb000jghi,2013-11-15T03:20:23.000Z,"214km SW of Bella Bella, Canada",earthquake,,3.2,,,reviewed,us,us_pgc
2013-09-04T00:50:59.530Z,51.0921,-130.1497,10.25,4.6,mwr,,173,1.356,1.19,us,usb000jggv,2013-11-15T03:20:22.000Z,"184km SW of Bella Bella, Canada",earthquake,,3.1,,,reviewed,us,us_pgc
2013-09-04T00:23:11.290Z,51.1832,-130.2245,9.92,6,mww,,70,1.431,0.87,us,usb000jgfh,2013-11-15T03:20:22.000Z,"182km SW of Bella Bella, Canada",earthquake,,2.5,,,reviewed,us,us
2013-09-03T23:07:08.410Z,51.186,-130.4766,10.02,4.7,mwr,,149,1.6,1.21,us,usb000jgdk,2013-11-15T03:20:22.000Z,"196km WSW of Bella Bella, Canada",earthquake,,2.9,,,reviewed,us,us_pgc
2013-09-03T22:29:31.110Z,51.3277,-130.2195,9.85,5.5,mwr,,140,1.565,1.22,us,usb000jgci,2013-11-15T03:59:43.471Z,"172km WSW of Bella Bella, Canada",earthquake,,2.7,,,reviewed,us,us_pgc
2013-09-03T22:25:46.210Z,51.088,-130.4752,10,4.2,mwr,,,,2.08,us,usb000k9wq,2013-11-15T03:20:22.000Z,"202km SW of Bella Bella, Canada",earthquake,,2,,,reviewed,us_pgc,us_pgc
2013-09-03T21:25:16.510Z,51.2548,-130.2999,10.15,5.1,mwr,,149,1.503,1.38,us,usb000jg9e,2013-11-15T03:20:22.000Z,"181km WSW of Bella Bella, Canada",earthquake,,2.7,0.063,,reviewed,us,us
2013-09-03T21:05:56.670Z,51.2359,-130.1714,14.84,4.5,mb,,149,1.421,1.24,us,usb000jg8d,2013-11-15T03:20:22.000Z,"175km SW of Bella Bella, Canada",earthquake,,5.5,0.055,,reviewed,us,us
2013-09-03T20:19:06.340Z,51.244,-130.3971,2.73,6.1,mww,,44,1.704,0.93,us,usb000jg6b,2015-01-30T12:23:51.580Z,"187km WSW of Bella Bella, Canada",earthquake,,3.7,,,reviewed,us,us
2013-09-02T12:49:00.410Z,49.3562,-129.4724,10,3.9,mwr,,170,1.364,1.21,us,usb000jf3v,2013-11-06T01:33:40.000Z,"209km SW of Port Hardy, Canada",earthquake,,2,,,reviewed,us,us_pgc
2013-08-07T01:32:46.770Z,50.4683,-130.3687,10,4,mwr,,,,2.01,us,usb000ix7a,2013-10-12T21:32:30.000Z,"210km W of Port Hardy, Canada",earthquake,,1.9,,,reviewed,us_pgc,us_pgc
2013-08-04T15:57:44.170Z,50.7777,-129.9112,13.05,3.9,mb,,155,1.802,1.01,us,usb000iv93,2013-09-25T17:45:52.000Z,"176km W of Port Hardy, Canada",earthquake,,4.9,0.089,,reviewed,us,us
2013-07-27T19:11:01.580Z,50.325,-129.99,21.5,4.6,mwr,128,145,,1.15,us,usc000iqr5,2014-11-07T01:51:20.702Z,"186km WSW of Port Hardy, Canada",earthquake,,6.9,,,reviewed,us,pgc
2013-07-27T18:48:30.970Z,50.379,-130.15,14.3,3.9,mb,127,153,,0.88,us,usc000iqqu,2014-11-07T01:51:20.690Z,"196km W of Port Hardy, Canada",earthquake,,4.9,,81,reviewed,us,us
2013-07-26T12:57:24.760Z,50.392,-129.968,10,5.1,mwr,97,72,,0.9,us,usc000ipmt,2015-01-30T15:17:57.533Z,"183km W of Port Hardy, Canada",earthquake,,,,,reviewed,us,pgc
2013-06-14T15:56:04.320Z,50.758,-130.518,10,4.1,mwr,13,100,,,us,usc000hqrn,2014-11-07T01:51:04.347Z,"207km W of Port Hardy, Canada",earthquake,,,,,reviewed,pgc,pgc
2013-03-20T17:21:55.730Z,51.421,-130.443,10,4.3,mwr,68,178.1,,1.03,us,usb000fpmu,2014-11-07T01:50:22.027Z,"165km WSW of Bella Bella, Canada",earthquake,,,,,reviewed,us,pgc
2013-02-07T18:15:42.700Z,50.861,-129.282,10,4,mw,7,204.7,,1.2,us,usp000jz55,2014-11-07T01:50:03.804Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,pgc
2013-01-18T01:42:07.000Z,50.861,-130.709,10,4.3,mwr,57,177.7,,,us,usp000jyhk,2014-11-07T01:49:51.177Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2013-01-09T14:07:38.430Z,49.719,-130.03,10,4.3,mwr,80,145.6,,1.31,us,usp000jy4m,2014-11-07T01:49:48.215Z,"Vancouver Island, Canada region",earthquake,,0,,,reviewed,us,pgc
2013-01-08T03:34:09.440Z,49.448,-129.035,10,3.9,mw,60,183.6,,0.95,us,usp000jy1g,2014-11-07T01:49:47.530Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,pgc
2013-01-07T03:33:23.920Z,49.113,-128.74,10,4.5,mwr,173,164.2,,1.25,us,usp000jy0e,2015-03-24T01:37:15.118Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,pgc
2012-12-31T02:07:27.520Z,47.917,-128.199,10,3.9,mb,56,190.2,,1.26,us,usp000jxn5,2014-11-07T01:49:41.217Z,"off the coast of Washington",earthquake,,,,24,reviewed,us,us
2012-12-25T17:39:26.830Z,50.212,-129.806,10,4.1,mb,135,167.6,,1.22,us,usp000jxd7,2014-11-07T01:49:39.663Z,"Vancouver Island, Canada region",earthquake,,,,62,reviewed,us,us
2012-12-23T19:08:38.630Z,50.743,-129.79,10,4.5,mwr,78,158.8,,1.43,us,usp000jxaz,2015-03-24T02:24:07.725Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,pgc
2012-11-15T07:05:09.850Z,49.172,-128.785,10,4.3,mb,18,187.1,,1.23,us,usp000jvmc,2014-11-07T01:49:22.977Z,"Vancouver Island, Canada region",earthquake,,,,4,reviewed,us,us
2012-11-14T03:04:45.010Z,51.829,-130.654,10,4.7,mb,253,146,,1.07,us,usp000jvjr,2014-11-07T01:49:22.586Z,"Haida Gwaii Region, Canada",earthquake,,,,172,reviewed,us,us
2012-11-10T06:27:17.880Z,49.415,-128.235,10,4.1,mb,97,172.3,,1.35,us,usp000jva7,2014-11-07T01:49:20.007Z,"Vancouver Island, Canada region",earthquake,,,,43,reviewed,us,us
2012-11-08T21:07:41.780Z,49.38,-128.137,10,4.7,mwr,153,165.2,,1.4,us,usp000jv80,2015-03-24T02:39:25.273Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,pgc
2012-11-08T02:06:09.860Z,49.189,-128.398,10.4,4.4,mw,12,265.2,,0.55,us,usp000jv6m,2014-11-07T01:49:19.437Z,"Vancouver Island, Canada region",earthquake,,15,,,reviewed,us,pgc
2012-11-08T02:01:50.630Z,49.231,-128.477,13.7,6.1,mww,613,101,,1.17,us,usp000jv6k,2015-06-30T16:59:04.014Z,"Vancouver Island, Canada region",earthquake,,3.3,,,reviewed,us,us
2012-11-04T12:05:12.000Z,51.698,-132.73,1,4.2,ml,8,333.4,,,us,usp000jv0x,2014-11-07T01:49:18.111Z,"Haida Gwaii Region, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-11-02T02:54:55.000Z,51.671,-130.855,4.9,4.3,mwr,33,187.2,,,us,usp000jux1,2014-11-07T01:49:16.902Z,"Haida Gwaii Region, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-10-29T15:15:01.930Z,51.986,-132.274,10,4,mb,79,146.7,,1.02,us,usp000juqv,2014-11-07T01:49:11.458Z,"Haida Gwaii Region, Canada",earthquake,,,,53,reviewed,us,us
2012-10-29T11:07:15.000Z,51.952,-131.182,10,5,ml,45,171.6,,,us,usp000juqh,2014-11-07T01:49:11.374Z,"Haida Gwaii Region, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-10-28T22:35:41.400Z,51.92,-130.931,10,4,mb,45,179.1,,1.14,us,usp000jup9,2014-11-07T01:49:11.028Z,"Haida Gwaii Region, Canada",earthquake,,,,25,reviewed,us,us
2012-10-28T14:46:03.410Z,50.795,-129.777,10,4.5,mwr,16,175.1,,,us,usp000jun7,2014-11-07T01:49:10.610Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2012-10-28T13:45:48.890Z,51.136,-130.292,10,4.1,mb,110,163.5,,1.28,us,usp000jun3,2015-03-24T02:23:51.015Z,"Haida Gwaii Region, Canada",earthquake,,,,65,reviewed,us,us
2012-10-28T07:39:05.970Z,51.975,-131.251,10,4,mb,36,169.6,,1.08,us,usp000jukp,2014-11-07T01:49:09.900Z,"Haida Gwaii Region, Canada",earthquake,,,,18,reviewed,us,us
2012-10-28T07:02:18.730Z,51.976,-131.821,10,4.4,mb,161,161,,1.23,us,usp000jukg,2014-11-07T01:49:09.784Z,"Haida Gwaii Region, Canada",earthquake,,,,118,reviewed,us,us
2012-10-28T05:38:37.980Z,51.943,-131.988,10,4.1,mb,55,140.9,,0.99,us,usp000juk2,2014-11-07T01:49:09.688Z,"Haida Gwaii Region, Canada",earthquake,,,,37,reviewed,us,us
2012-08-23T08:37:05.790Z,47.939,-128.156,10,4.1,mb,124,181.6,,1.1,us,usp000jqmy,2014-11-07T01:48:36.648Z,"off the coast of Washington",earthquake,,,,38,reviewed,us,us
2012-08-20T06:02:38.390Z,47.696,-128.655,10,2.8,ml,38,242.8,,1.14,us,usp000jqhw,2014-11-07T01:48:36.061Z,"off the coast of Washington",earthquake,,,,,reviewed,us,us
